x1,x2,y
1.708910081088474753e+00,-1.610596159832987095e-01,1.000000000000000000e+00
1.990205560390485351e+00,-3.333499310166472274e-01,1.000000000000000000e+00
7.931336925400801485e-01,4.969949277658940456e-01,0.000000000000000000e+00
5.737851899073422857e-01,7.056238496526159309e-01,0.000000000000000000e+00
1.312314104814966242e+00,-3.738372216162632045e-01,1.000000000000000000e+00
1.919058777110765668e+00,3.491640666438547980e-01,1.000000000000000000e+00
8.425679534926489023e-01,-3.958355096096395909e-01,1.000000000000000000e+00
-6.245080645916547546e-01,9.343746562474593009e-01,0.000000000000000000e+00
2.181502059181452124e-01,1.609534426397571494e+00,0.000000000000000000e+00
-1.004123975970617338e-02,4.992770906528160024e-01,1.000000000000000000e+00
5.370121707419298618e-01,6.485288215620250707e-01,0.000000000000000000e+00
2.427534450575287717e-01,8.534945727693450668e-02,1.000000000000000000e+00
8.642947327760509557e-01,4.599935834368703014e-01,0.000000000000000000e+00
-8.679656245640567924e-01,5.905842136704886336e-01,0.000000000000000000e+00
4.429180297430845847e-01,-4.214221880097359096e-01,1.000000000000000000e+00
1.114264740268438858e-01,1.133030732759363834e+00,0.000000000000000000e+00
1.733820619586364131e+00,1.302902658296511973e-01,1.000000000000000000e+00
9.135744415583191280e-01,-6.537697591406057551e-01,1.000000000000000000e+00
1.371515202721667714e+00,-7.784431744853465007e-02,1.000000000000000000e+00
5.302415476490347501e-01,-6.525451862063409436e-01,1.000000000000000000e+00
-8.590974468389828145e-01,2.500892841098518726e-01,0.000000000000000000e+00
-2.434346412202518795e-01,1.992903906415348647e-01,1.000000000000000000e+00
-1.028738059968726581e+00,3.790391063760275014e-01,0.000000000000000000e+00
-7.733588790676024782e-01,7.907963124453860904e-02,0.000000000000000000e+00
-8.557861407801981013e-01,4.521850136039361479e-01,0.000000000000000000e+00
8.005525865637397320e-01,6.658001330095961734e-01,0.000000000000000000e+00
5.558826139799546429e-01,-2.793002242562967474e-01,0.000000000000000000e+00
3.427517461651462538e-01,1.125310733577869149e+00,0.000000000000000000e+00
-3.430663093806787800e-02,-7.573233626959771647e-02,1.000000000000000000e+00
1.906459757426980373e-01,2.378668756837957199e-01,1.000000000000000000e+00
1.191767005482886166e+00,-3.780134753656824720e-02,0.000000000000000000e+00
2.530893586430105757e-01,1.270251943806419426e-01,1.000000000000000000e+00
6.135253042877966134e-01,5.734424364762468196e-01,0.000000000000000000e+00
5.236303783474482998e-01,1.073478027134757484e+00,0.000000000000000000e+00
-6.915323869865562523e-02,1.015042701569406569e+00,0.000000000000000000e+00
1.320889259815102967e+00,-3.561995925781371031e-01,1.000000000000000000e+00
7.100923667740539624e-01,-5.312348436919361871e-01,1.000000000000000000e+00
1.538878427305580665e+00,3.290994173492517438e-03,1.000000000000000000e+00
4.970747827510630934e-01,-6.795724647968326426e-01,1.000000000000000000e+00
4.818359148735826825e-01,-4.337738092604255802e-01,1.000000000000000000e+00
-4.382124793505391691e-02,1.144368983217304292e+00,0.000000000000000000e+00
4.083617757717255548e-01,4.283693331890751632e-01,0.000000000000000000e+00
-6.706231170394378882e-01,4.561400601905122310e-01,0.000000000000000000e+00
3.847621571301135246e-01,7.809531159972631364e-01,0.000000000000000000e+00
5.758895085359273525e-01,6.519783911895294937e-01,0.000000000000000000e+00
-6.329299999471273974e-01,1.143043104814023270e+00,0.000000000000000000e+00
-1.616423454137459470e-01,8.656001568848411543e-01,0.000000000000000000e+00
9.820564020047087839e-01,-4.622006327329075126e-01,1.000000000000000000e+00
1.466687705457528634e-01,1.139696473358068118e+00,0.000000000000000000e+00
1.183942948957081021e-01,1.813886624114221524e-01,1.000000000000000000e+00
-6.922353776591078089e-01,2.611111151760330817e-01,0.000000000000000000e+00
-1.094970232733440074e+00,6.881651657041547576e-01,0.000000000000000000e+00
1.138279168672551578e-01,9.849520315166322426e-01,0.000000000000000000e+00
6.948894956823319369e-01,-3.572106556338311423e-01,1.000000000000000000e+00
7.761863203787279231e-01,1.108859763636103279e+00,0.000000000000000000e+00
-6.950981945376584481e-02,2.041056539709625861e-01,1.000000000000000000e+00
2.821381012484372452e-01,5.821587176425034871e-01,1.000000000000000000e+00
1.958082671346237369e+00,6.651175555216091162e-01,1.000000000000000000e+00
8.904951313057944962e-01,-5.105583222602733118e-02,1.000000000000000000e+00
-1.347269348197293937e+00,1.638567604229803354e-01,0.000000000000000000e+00
1.705547288664581718e-01,3.315173022958552429e-01,1.000000000000000000e+00
-4.709897444696387048e-02,6.064229757641648177e-01,1.000000000000000000e+00
1.543601575525453518e+00,-9.783075557985645987e-03,1.000000000000000000e+00
-7.954276624681054786e-01,6.623371904470446436e-01,0.000000000000000000e+00
7.122995288335189912e-01,-3.800878483622835424e-01,1.000000000000000000e+00
5.458400578624733601e-01,4.028789047822136649e-01,0.000000000000000000e+00
1.753952364832910948e+00,-4.341305985766763520e-01,1.000000000000000000e+00
8.733237742092232470e-01,-5.123020614311690757e-01,1.000000000000000000e+00
3.232174175040026243e-01,1.197561036128085288e+00,0.000000000000000000e+00
1.703219532376341494e+00,-1.562526262484182360e-01,1.000000000000000000e+00
2.497462138709483637e-01,1.087023133886888981e+00,0.000000000000000000e+00
9.353090064069928822e-01,-5.954832069971855990e-01,1.000000000000000000e+00
7.339708806591480617e-01,-3.414008570783984564e-01,1.000000000000000000e+00
1.822313186398586415e+00,5.197357508537080450e-01,1.000000000000000000e+00
-6.449053724584992431e-03,6.506808923659662680e-01,0.000000000000000000e+00
1.565165969417720015e-01,-6.659845861223268049e-01,1.000000000000000000e+00
-7.028528024931329776e-01,8.535856655270138704e-01,0.000000000000000000e+00
-5.919482762241903284e-01,5.917732255078237413e-01,0.000000000000000000e+00
2.025761219707394312e-01,1.081950054893332958e+00,0.000000000000000000e+00
-1.975876393548768595e-02,5.385950663567685703e-01,0.000000000000000000e+00
-4.721842246963418033e-01,8.432395003011292633e-01,0.000000000000000000e+00
1.104984638806873753e-01,-3.378634309055751350e-01,1.000000000000000000e+00
1.040985692108139654e-01,-8.287275403414207098e-02,1.000000000000000000e+00
8.855551169375985854e-01,-5.249194346824932467e-01,1.000000000000000000e+00
4.111919263525739554e-01,-1.313766723126801872e-01,1.000000000000000000e+00
1.229644683970439356e+00,-2.596664380742879086e-01,1.000000000000000000e+00
1.396797392891937495e-01,-2.183023149028795462e-02,1.000000000000000000e+00
3.564849706585667133e-01,8.356881756813185902e-01,0.000000000000000000e+00
3.179582133476217543e-01,-1.565603930815420708e-01,1.000000000000000000e+00
-4.102198858838210227e-01,8.525361981567167735e-01,0.000000000000000000e+00
3.703094832819344706e-01,-1.999369485529540469e-01,1.000000000000000000e+00
4.706115585270335966e-02,1.081645713171128786e+00,0.000000000000000000e+00
9.252894415218183566e-01,-3.283820666614797323e-01,1.000000000000000000e+00
-5.109623035616431830e-01,4.135942847886012186e-01,0.000000000000000000e+00
-5.922739143913263726e-01,6.234175049369129473e-01,0.000000000000000000e+00
1.081904882470446472e+00,-4.800949301856557438e-01,1.000000000000000000e+00
1.569083063605992479e+00,2.224950132920730794e-01,1.000000000000000000e+00
4.283282279812561377e-03,1.058566450454365926e+00,0.000000000000000000e+00
2.910406827452522993e-01,7.769267150326840676e-01,0.000000000000000000e+00
-5.655117072691017155e-01,1.008202259584118465e+00,0.000000000000000000e+00
-9.053042891543739978e-01,-3.714545168682921172e-01,0.000000000000000000e+00
1.589742289006080389e+00,-1.700994684127170586e-01,1.000000000000000000e+00
1.329919088711897013e+00,-4.806940143445754821e-01,1.000000000000000000e+00
1.108163951387543644e+00,-8.375548133339227874e-01,1.000000000000000000e+00
-7.679377657839709936e-01,5.359376809873628300e-01,0.000000000000000000e+00
3.204079457002075859e-01,1.132120482845200726e+00,0.000000000000000000e+00
-1.094287721477628095e+00,8.546077792850954591e-01,0.000000000000000000e+00
2.133427712471840820e+00,5.097536703126869240e-01,1.000000000000000000e+00
-3.313140992927250394e-01,5.691067052350997635e-01,1.000000000000000000e+00
-5.555600825469099169e-01,1.029767793848075152e+00,0.000000000000000000e+00
1.588924900389007133e+00,1.185235748367278463e-01,1.000000000000000000e+00
-2.847660419874383647e-02,9.428148225628389945e-01,0.000000000000000000e+00
-2.536857630185358481e-01,1.288006673728070983e-01,1.000000000000000000e+00
3.678302861837590698e-01,3.959570694734856344e-01,1.000000000000000000e+00
2.061196532310527019e+00,5.267643065182467943e-01,1.000000000000000000e+00
2.502240666279006431e-01,-1.388414143715472615e-01,1.000000000000000000e+00
4.122358162410525995e-01,-2.478312562707250533e-01,1.000000000000000000e+00
2.820271082486887071e-01,-2.626733240236792666e-01,1.000000000000000000e+00
7.542413039348663251e-01,2.364773513892264867e-01,0.000000000000000000e+00
1.145165136983394394e+00,-2.778492915501706850e-01,1.000000000000000000e+00
1.852113724855803278e+00,-6.087807375633032259e-02,1.000000000000000000e+00
2.071087713529736973e+00,-2.227436224769512307e-01,1.000000000000000000e+00
4.372561397566636365e-02,1.614013635608715080e-01,1.000000000000000000e+00
1.397897273811180008e-02,7.970999029219902887e-01,0.000000000000000000e+00
9.296909043206018630e-01,3.789301759309214312e-01,0.000000000000000000e+00
1.986689959413560747e+00,1.528910738592333951e-01,1.000000000000000000e+00
3.382207814438394911e-01,9.217485032353421870e-01,0.000000000000000000e+00
-4.429164117519677757e-01,6.539899196292191519e-01,0.000000000000000000e+00
9.233844716364530969e-01,1.105456442564854314e+00,0.000000000000000000e+00
1.156166313944634316e+00,-6.514580714030066000e-01,1.000000000000000000e+00
-5.387262296310619814e-01,9.821895870285005659e-01,0.000000000000000000e+00
1.811357070719812112e+00,-1.196872261225499778e-01,1.000000000000000000e+00
9.266644518719975299e-01,1.004060755869920829e+00,0.000000000000000000e+00
4.494453029987900972e-01,-1.973734585509339390e-01,1.000000000000000000e+00
-6.185983453320602621e-01,9.061749051825254142e-01,0.000000000000000000e+00
4.412022423153660888e-01,-1.581173663559208020e-01,1.000000000000000000e+00
-1.086247081475725684e+00,3.476803084979908642e-01,0.000000000000000000e+00
-1.530143201854637647e-01,2.334180263509799957e-01,1.000000000000000000e+00
7.419607482489385397e-01,5.717607465305661885e-01,0.000000000000000000e+00
-2.741598280585189062e-01,1.331206430701442400e+00,0.000000000000000000e+00
1.292913526571499272e+00,-7.069459817667573809e-01,1.000000000000000000e+00
8.569175246250417821e-01,-7.918304600394114878e-01,1.000000000000000000e+00
-4.882109733806591634e-01,1.086182444163023231e+00,0.000000000000000000e+00
1.521909241618015107e+00,-3.633530312834226672e-01,1.000000000000000000e+00
4.918682647334891023e-01,6.305983004535048453e-01,0.000000000000000000e+00
1.001113535839215363e+00,2.900457698759738023e-01,0.000000000000000000e+00
-8.136789079087342058e-02,5.209188427990585346e-02,1.000000000000000000e+00
7.357217938108152611e-01,5.221511115928270663e-02,0.000000000000000000e+00
-6.176597282874312089e-01,8.451533625743560263e-01,0.000000000000000000e+00
-4.202857335085424251e-01,9.154342262639350025e-01,0.000000000000000000e+00
1.058325333265564439e+00,-5.870294661983767037e-01,1.000000000000000000e+00
-1.073781939113102046e-01,9.806256248894569261e-01,0.000000000000000000e+00
-7.063361827737766330e-01,-1.316235849369319366e-01,0.000000000000000000e+00
1.355939337471687045e+00,-5.652764858646274204e-01,1.000000000000000000e+00
3.410591094024225112e-01,-3.724981174307401277e-01,1.000000000000000000e+00
4.369816372503148028e-01,-1.527695268075784374e-01,1.000000000000000000e+00
8.730744821540754597e-01,-6.398295877662346642e-01,1.000000000000000000e+00
1.452926283137941699e+00,-2.456750829687182058e-02,1.000000000000000000e+00
4.167486004638834007e-01,9.926503006674924912e-02,1.000000000000000000e+00
-7.399972684723807870e-01,1.373626858850801047e-01,0.000000000000000000e+00
9.299416588359177283e-01,-6.045145193257552840e-01,1.000000000000000000e+00
-2.462379295051522060e-02,1.102221778494600013e+00,0.000000000000000000e+00
-1.421115087873446869e-01,1.493375887977673733e-01,1.000000000000000000e+00
1.923835772102858499e+00,1.060064189818504810e-01,1.000000000000000000e+00
1.991238433532493746e+00,2.679235838671007452e-01,1.000000000000000000e+00
4.400666505288378105e-01,1.081008961793432643e+00,0.000000000000000000e+00
-2.199874690927167142e-02,3.629742945365128093e-01,1.000000000000000000e+00
-5.701364287881144355e-02,2.691668248037882294e-01,1.000000000000000000e+00
3.460982695670799525e-01,6.499786996754013391e-01,1.000000000000000000e+00
1.563019339040179645e+00,1.599516877073606236e-01,1.000000000000000000e+00
3.150103935305199054e-01,-8.389308728469216381e-02,1.000000000000000000e+00
1.041297918344199491e+00,-6.991274188691978253e-01,1.000000000000000000e+00
7.527157860604447581e-01,-2.135892468824982515e-01,1.000000000000000000e+00
1.994203180970518741e+00,1.039894036241510444e-01,1.000000000000000000e+00
3.743364421384788865e-01,-9.079506372201595621e-02,1.000000000000000000e+00
-1.254137659063261134e+00,3.216920905433516831e-01,0.000000000000000000e+00
1.943699943332348745e+00,-2.047869240576153937e-01,1.000000000000000000e+00
2.832653760343566418e-01,1.083627816071430994e+00,0.000000000000000000e+00
1.046980960760584223e+00,-4.720363551940271463e-01,1.000000000000000000e+00
9.523352470302398620e-01,-5.545929263501011564e-01,1.000000000000000000e+00
1.765705222728834733e-01,6.666314385582975399e-01,1.000000000000000000e+00
7.214463911326179923e-01,1.276814743161718280e-01,0.000000000000000000e+00
-1.385414239194702413e+00,3.947531022427562264e-01,0.000000000000000000e+00
1.866384469267504453e+00,5.443584063449320443e-01,1.000000000000000000e+00
5.320984719821171272e-01,9.029763129027394974e-01,0.000000000000000000e+00
1.921447469607412639e+00,7.333472729323661787e-02,1.000000000000000000e+00
2.822933978381431119e-01,3.984198976490795352e-01,1.000000000000000000e+00
5.062884361481194695e-01,-5.802354770732783829e-01,1.000000000000000000e+00
-1.232019127530214475e-01,9.078025039357885406e-01,0.000000000000000000e+00
1.195082119202670823e+00,3.055616764125119733e-01,0.000000000000000000e+00
3.235200879284653164e-01,9.168776400265556958e-01,0.000000000000000000e+00
-4.963325525354402856e-01,5.783442828196213581e-01,0.000000000000000000e+00
1.980246119073426903e-01,2.057578364991319297e-03,1.000000000000000000e+00
8.969781863448056392e-01,-6.040850007177863690e-01,1.000000000000000000e+00
8.889022131906549884e-01,-4.523563512035588818e-01,1.000000000000000000e+00
5.829741471627972738e-01,-7.208836679167938133e-01,1.000000000000000000e+00
7.842557228676941827e-01,1.405836149011006064e-01,1.000000000000000000e+00
-5.360642034991905946e-01,1.137712407330542019e+00,0.000000000000000000e+00
-8.050144590045968940e-01,1.016923889512795443e+00,0.000000000000000000e+00
-8.777691806681253706e-02,-5.297387631329417701e-01,1.000000000000000000e+00
1.115809186399952663e-01,1.032755122142986703e+00,0.000000000000000000e+00
-1.247619458093765621e+00,1.596540560430207978e-01,0.000000000000000000e+00
1.803319690138323272e+00,-2.948202325762887543e-01,1.000000000000000000e+00
1.914724315768451923e+00,1.088616112007781966e-01,1.000000000000000000e+00
1.289091866718545365e+00,-4.623587133567579888e-01,1.000000000000000000e+00
-1.165022174058075288e+00,5.687259052327376940e-01,0.000000000000000000e+00
2.748050780422873762e-01,1.082044597612849435e+00,0.000000000000000000e+00
9.650359249389526273e-01,4.424417138733749422e-01,0.000000000000000000e+00
-8.178623650936049927e-01,6.613360324885371178e-01,0.000000000000000000e+00
9.091376411188545337e-01,-3.837421133583098776e-01,1.000000000000000000e+00
-8.167512361900507445e-01,9.968651374922605779e-01,0.000000000000000000e+00
-6.761635135343120329e-01,4.924608349416202957e-01,0.000000000000000000e+00
1.853035515149504153e+00,5.059718111558976217e-01,1.000000000000000000e+00
2.918395447626948025e-01,4.133645979614373189e-01,0.000000000000000000e+00
6.289730524629141284e-01,-1.943639028274757596e-01,1.000000000000000000e+00
-1.331978157019402809e-01,9.041657948667891631e-01,0.000000000000000000e+00
3.385890785740408582e-02,-2.103856069348285507e-01,1.000000000000000000e+00
5.620867560888640480e-01,-6.739145957451108115e-01,1.000000000000000000e+00
1.403170327865812306e+00,-4.792798947465812254e-01,1.000000000000000000e+00
7.448971157062729276e-01,8.898082181164717053e-01,0.000000000000000000e+00
-8.742564171528970363e-01,4.286038913113062732e-01,0.000000000000000000e+00
-2.832729544667915711e-01,-5.351079298624920044e-01,1.000000000000000000e+00
-9.189119897554665073e-02,5.238356271106763273e-01,1.000000000000000000e+00
3.067909531455650929e-01,1.116773862420225027e+00,0.000000000000000000e+00
5.880159540508497762e-02,1.998139952131733621e-01,1.000000000000000000e+00
-8.813988657854112674e-01,6.185749567385199210e-01,0.000000000000000000e+00
2.100950935556138433e-01,3.036709190091302912e-01,1.000000000000000000e+00
2.037264280221492641e+00,1.178277691360660462e-01,1.000000000000000000e+00
3.841146659300077593e-01,1.185774665563714469e+00,0.000000000000000000e+00
-2.989743304427465165e-01,8.506877890410088350e-01,0.000000000000000000e+00
-7.423620179937295838e-01,1.752866226426370577e-01,0.000000000000000000e+00
1.257468579308173462e+00,-3.638633274642862903e-01,1.000000000000000000e+00
4.145247940542851062e-02,8.873167180293453082e-01,0.000000000000000000e+00
4.520795001385853329e-01,-5.478459329606368833e-01,1.000000000000000000e+00
1.276471891589830987e+00,-3.337530471496665818e-01,1.000000000000000000e+00
1.800546102247322366e-01,-3.352241340397366653e-01,1.000000000000000000e+00
4.981192187140378591e-01,5.121255422483381725e-01,0.000000000000000000e+00
9.788183716939129475e-01,5.682218926681290583e-01,0.000000000000000000e+00
1.219271116007281330e+00,1.065132599994402796e+00,0.000000000000000000e+00
3.831503752171518118e-02,1.087438027544363472e-01,1.000000000000000000e+00
1.238827283926608597e-01,2.096203034628006390e-01,1.000000000000000000e+00
8.883021345101920208e-01,7.182421150409527000e-01,0.000000000000000000e+00
8.349416522352698378e-01,7.563091859403250905e-03,0.000000000000000000e+00
4.664545324429330009e-01,-2.828740163997471302e-01,1.000000000000000000e+00
-8.712951846828097535e-01,5.919746530979539401e-01,0.000000000000000000e+00
3.463602540218353454e-01,8.445490781769047217e-01,0.000000000000000000e+00
-7.248797893744609588e-01,7.953589127145543891e-01,0.000000000000000000e+00
1.010801160530744730e-01,1.489308297792794278e+00,0.000000000000000000e+00
4.011586963588276156e-01,-2.657986199648068038e-01,1.000000000000000000e+00
5.667752737198004098e-01,5.809536754158604044e-01,0.000000000000000000e+00
2.356366497149515182e-01,-4.129021301855104187e-01,1.000000000000000000e+00
1.578703590696641568e+00,-1.918958592541125663e-01,1.000000000000000000e+00
3.018858343621921847e-01,8.485599749093659661e-01,0.000000000000000000e+00
6.489047959820596345e-01,1.634997381474762312e-01,0.000000000000000000e+00
1.011893151860993711e+00,8.770583029673962860e-01,0.000000000000000000e+00
4.258829519268832464e-01,8.173540620002374135e-01,0.000000000000000000e+00
1.680661142158237809e+00,7.413959489420520743e-01,1.000000000000000000e+00
-6.107308129645820927e-01,7.032700088460482890e-01,0.000000000000000000e+00
-7.811721441255627951e-01,2.767625394684394280e-01,0.000000000000000000e+00
9.600848501054353168e-01,-3.871704339875495782e-01,1.000000000000000000e+00
7.150287333856873984e-01,-5.821460178283776044e-01,1.000000000000000000e+00
-9.604675404284610529e-01,3.193034436697962386e-01,0.000000000000000000e+00
7.845847198396919131e-01,3.558916486585848027e-01,0.000000000000000000e+00
1.563295957282744064e+00,1.210463409261465784e-01,1.000000000000000000e+00
6.741501114424873764e-01,4.670468645572863897e-01,0.000000000000000000e+00
5.796267526725262798e-02,-2.037326569325109693e-02,1.000000000000000000e+00
2.058378603127884787e+00,-1.365941657125302466e-01,1.000000000000000000e+00
7.359057985793403533e-01,6.426028880451370995e-01,0.000000000000000000e+00
8.046403543938167591e-01,-8.838286299983131311e-01,1.000000000000000000e+00
8.653649500831647190e-01,-3.655400318737561105e-01,1.000000000000000000e+00
1.270140762921138977e+00,-4.870206002037059667e-01,1.000000000000000000e+00
3.443889066160316093e-02,1.176122287865083660e+00,0.000000000000000000e+00
1.952298848994810987e+00,5.180599975590730599e-01,1.000000000000000000e+00
1.384077096582995714e-01,9.996516709523197708e-01,0.000000000000000000e+00
8.406391113731863651e-01,-1.763532295639528569e-01,1.000000000000000000e+00
-4.466162899594575686e-01,5.425642848118998884e-01,0.000000000000000000e+00
1.874792449634189895e+00,-8.468907020099178395e-02,1.000000000000000000e+00
8.102971081810078635e-01,-3.617583773183360440e-01,1.000000000000000000e+00
-3.916395414342171977e-02,2.193909482181209125e-01,1.000000000000000000e+00
-3.939104795541154003e-02,4.479910898267613906e-01,1.000000000000000000e+00
-1.030644419675058460e-01,1.094740113959295824e+00,0.000000000000000000e+00
5.972653572084245521e-01,2.048247952480375389e-03,0.000000000000000000e+00
-2.019239448666964309e-01,1.186409349184824880e+00,0.000000000000000000e+00
1.624770181332234831e+00,-1.971289084456056273e-01,1.000000000000000000e+00
-1.957983646726812466e-01,5.638528977291248356e-01,0.000000000000000000e+00
-5.364163705293865103e-01,4.966504481672331384e-01,0.000000000000000000e+00
-1.943185731360833057e-02,8.474236278730509220e-01,0.000000000000000000e+00
-4.088222034645115355e-01,1.089839628919344161e+00,0.000000000000000000e+00
-5.428152479398268282e-01,5.121507614091882488e-01,0.000000000000000000e+00
-5.408761531817926071e-01,7.012558154753892881e-01,0.000000000000000000e+00
-9.653047237318042040e-01,1.556107031197861978e-01,0.000000000000000000e+00
3.102568829063512834e-01,-3.594828164597865805e-02,1.000000000000000000e+00
-1.097389570810589854e+00,4.038142587717821197e-01,0.000000000000000000e+00
-7.212585947697794930e-01,8.485444849465274553e-01,0.000000000000000000e+00
-8.468459170857232099e-01,7.781882564133115743e-01,0.000000000000000000e+00
2.075419417267589051e+00,3.575346273103028327e-01,1.000000000000000000e+00
1.802537335840243893e+00,1.213485638571166203e-01,1.000000000000000000e+00
2.172392042743279461e+00,3.248547431085685444e-01,1.000000000000000000e+00
-7.015584460359436392e-01,6.294033733035746536e-01,0.000000000000000000e+00
6.273859113263641207e-01,7.009340880961055786e-01,0.000000000000000000e+00
5.767579202712164177e-01,-5.008366508501628234e-01,1.000000000000000000e+00
1.637018715808226665e-01,2.543546370326066342e-01,1.000000000000000000e+00
-4.139013219981565461e-01,7.072216354948133166e-01,0.000000000000000000e+00
1.197714634843385806e+00,-1.829416734782968457e-01,0.000000000000000000e+00
1.009009482318826700e+00,-6.550622105278429697e-01,1.000000000000000000e+00
7.928671431307490192e-01,5.129262514364587577e-01,0.000000000000000000e+00
5.714725137138672029e-01,-5.046091302292251557e-01,1.000000000000000000e+00
-1.706892706172116470e-01,1.082320741889989169e+00,0.000000000000000000e+00
9.811917056958399663e-02,7.343845917321061290e-01,0.000000000000000000e+00
-9.957140516390811102e-01,8.261892626916407245e-01,0.000000000000000000e+00
-1.485179115611991452e-01,1.286507724258672436e+00,0.000000000000000000e+00
5.913181800704389035e-01,-3.436223653941954392e-01,1.000000000000000000e+00
-9.425232035212276482e-01,4.790927182187284528e-01,0.000000000000000000e+00
1.138659902782192646e+00,4.690088557584509710e-02,0.000000000000000000e+00
9.788022182530889959e-01,-4.224740936619326703e-01,1.000000000000000000e+00
-8.428519098923081820e-01,8.256254468846263572e-01,0.000000000000000000e+00
8.704464409305566752e-01,-4.307704179737156247e-01,1.000000000000000000e+00
1.830098626850829691e+00,2.604526893081637873e-02,1.000000000000000000e+00
